DOI,Author,Title,Year,Source,Volume,Number,Pages,Url,Affiliations,Abstract,Keywords,Author Keywords,PMID,Source Abbrev,Total Citation Count,SJR,H index,Org QS,Database,Searching Keyword,Title Frequency,Abstract Frequency,DB Keyword Frequency,Author Keyword Frequency,Local Citation Count,Global Citation Count,Full Text Frequency
"10.1109/ISSC.2015.7163775","Smith, David and Olariu, Cristian and Perry, Philip and Murphy, John","Impact of non-deterministic software execution times in SmartGrid applications","2015","2015 26th Irish Signals and Systems Conference, ISSC 2015","NA","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944909255&doi=10.1109%2fISSC.2015.7163775&partnerID=40&md5=8ed3d97ddd345e6d9822bca25ccf227e","University College Dublin, Ireland","Electricity companies will only allow customers to inject power into the grid network if the customer's system is in synch with both frequency and phase as the grid itself. This is normally achieved using a specialised machine sold by the energy provider. It may be possible to achieve this via low cost, low power nodes such as a Raspberry Pi, to synchronize frequency and phase as well as voltage and current. In order to synchronize to microsecond or nanosecond precision, the hardware being deployed must in itself be able to achieve said precision when coupled with software. In this paper we evaluate the level of non-deterministic execution times in two versions of a widespread embedded compute platform, namely Raspberry Pi. © 2015 IEEE.","computer software; deterministic execution; electricity companies; grid network; low costs; raspberry pi; smart grid; software execution; timing; application programs","iot; smartgrid; software; timing","NA","Ir. Signals Syst. Conf., ISSC","1","0.115","6","173","Scopus","raspberry pi","0","0","1","0","0","1","7"
"10.1109/ICDCECE53908.2022.9793143","Mehrunnisa and Priyanka, J. Swetha and Sharath Chandra, B.","Automatic Door Un-locking and Security System Using Raspberry Pi","2022","IEEE International Conference on Distributed Computing and Electrical Circuits and Electronics, ICDCECE 2022","NA","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133423835&doi=10.1109%2fICDCECE53908.2022.9793143&partnerID=40&md5=8231781fe501ff0395e298e02f6a4f67","Vardhaman College of Engineering, Electronics and Communication Engineering, Hyderabad, India","As a critical constituent of many institutions domestic safety and protection precedence, surveillance has mounted its significance and advantages several instances with the aid of using offering instant supervising of possessions, humans having access to your private home and property. This project deals with the layout method of an Embedded Real-Time automated door lock safety device the use of pi digital camera primarily based totally on Raspberry Pi 3 for intruder remark that enhances surveillance generation to offer critical safety to homes and related control. An embedded internet server creates a clean manner for tracking & routinely locking the door any device. The Raspberry Pi primarily based totally Automatic Door Un-locking system the use of a pi Camera affords the concept of tracking a selected area in a far flung vicinity and stumble on the unknown face if they are attempting to enter. The door gets unlock only when it detects the known face and switches on the home lights as home application. When unknown or unauthorized person's face is detected, this device will ship SMS and the picture of the unauthorized person is sent to the owner's mail. The diligent of contemporary COVID-19 situation. As temperature test performs crucial position in controlling unfold of covid, the proposed project has an extra characteristic of temperature test of the individual that attempts to go into the house. So, it has even temperature sensor and LCD which will ask the person to measure his temperature and display the temperature, the measured temperature is also send to cloud so that owner can view the person temperature.  © 2022 IEEE.","automation; global system for mobile communications; liquid crystal displays; security systems; ada fruit; automatic doors; domestic safety; gsm module; layout methods; pi camera; property; raspberry pi; temperature test; vnc viewer; locks (fasteners)","ada fruit; gsm module; pi camera; raspberry pi; vnc viewer","NA","IEEE Int. Conf. Distrib. Comput. Electr. Circuits Electron., ICDCECE","0","NA","NA","NA","Scopus","raspberry pi","0","0","1","1","0","0","13"
"10.1007/978-3-031-09070-7_14","Kavankova, Iva","Model Train Controlled by Microcomputer","2022","Lecture Notes in Networks and Systems","501 LNNS","NA","168 – 176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135032144&doi=10.1007%2f978-3-031-09070-7_14&partnerID=40&md5=e3b86520422f9f77362b1dccd25650f0","Tomas Bata University in Zlin, nam. T.G. Masaryka 5555, Zlin, 760 01, Czech Republic","The paper focuses on the controlling model trains by the camera. The paper deals with the analysis, design, and implementation of the embedded system for modeling track management. The main part is image processing in real-time with the following evaluation. Designed and realized product contains model railroad with sensor-controlled by an open-source platform called Arduino Mega 2560 and microcomputer Raspberry Pi 3 Model B. Programming language Wiring and scripting language Python are used for final system development. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","NA","arduino; camera; image processing; iot; microcomputer; modeling; pwm; raspberry pi; trains; user interface","NA","Lect. Notes Networks Syst.","0","0.151","22","1001-1200","Scopus","raspberry pi","0","0","0","1","0","0","24"
"10.1109/CarpathianCC.2017.7970418","Zitta, Tomas and Neruda, Marek and Vojtech, Lukas","The security of RFID readers with IDS/IPS solution using Raspberry Pi","2017","2017 18th International Carpathian Control Conference, ICCC 2017","NA","NA","316 – 320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027548293&doi=10.1109%2fCarpathianCC.2017.7970418&partnerID=40&md5=5b83db49a25807762fbfee6555455ac1","Department of Telecommunication Engineering, Faculty of Electrical Engineering, Czech Technical University in Prague, Technicka 2, Prague, Czech Republic","This paper presents developed detection rules for LLRP (Low Level Reader Protocol) interface, implementation of IDS (Intrusion Detection System) and IPS (Intrusion Prevention System) solution for UHF (Ultra High Frequency) RFID (Radio Frequency Identification) reader using Raspberry Pi 3. Developed security solution is used for securing current RFID readers supporting LLRP. The paper also deals with a comparison of IPS/IDS solutions and subsequently selection of the appropriate one for the implementation using Raspberry Pi. Main contribution is the securing of RFID readers which are usually available without any encryption support on the market. The functionality is tested with software metasploit framework. © 2017 IEEE.","computer operating systems; cryptography; intrusion detection; linux; mercury (metal); software testing; detection rules; ids(intrusion detection system); intrusion prevention systems; llrp; reader protocol; rfid readers; security solutions; ultra-high frequency; radio frequency identification (rfid)","ids; iot; ips; linux; llrp; rfid","NA","Int. Carpathian Control Conf., ICCC","13","0.160","8","403","Scopus","raspberry pi","0","0","0","0","0","13","13"
"10.1109/ICAEE.2017.8255338","Symon, Aslam Forhad and Hassan, Nazia and Rashid, Humayun and Ahmed, Iftekhar Uddin and Reza, S M Taslim","Design and development of a smart baby monitoring system based on Raspberry Pi and Pi camera","2017","4th International Conference on Advances in Electrical Engineering, ICAEE 2017","2018-January","NA","117 – 122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047743844&doi=10.1109%2fICAEE.2017.8255338&partnerID=40&md5=da485c269cf1576a739d81ea0035ef23","Electrical and Electronic Engineering (EEE), International Islamic University Chittagong (IIUC), Chittagong, 4314, Bangladesh; Department of Pharmacy, University of Science and Technology Chittagong (USTC), Chittagong, Bangladesh","This project presents a baby monitoring system for busy parents so that they can ensure the proper care and safety of their babies. This system can detect the baby's motion and sound; especially crying and video output of baby's present position can be displayed on a display monitor so that the mother or another responsible person can watch the baby while away from him or her. This baby monitoring system is capable of detecting motion and crying condition of the baby automatically. The Raspberry Pi B+ module is used to make the total control system of the hardware, condenser MIC is used to detect baby's crying, PIR motion sensor is incorporated to detect baby's movement and Pi camera is used to capture the baby's motion. A display is used to have video output of sleeping baby. Finally, the developed hardware is tested to analysis the capability of detecting the motion and crying sound of baby as well as the video output. This proposed system can provide an easier and convenient way for busy parents in terms of taking care of their babies. © 2017 IEEE.","cameras; display devices; design and development; display monitors; monitoring system; motion sensors; responsible person; video output; monitoring","baby monitoring system; pi camera; raspberry pi","NA","Int. Conf. Adv. Electr. Eng., ICAEE","23","NA","NA","NA","Scopus","raspberry pi","0","0","0","1","2","21","49"
"10.1109/ICECDS.2017.8389932","Mathew, Neethu Anna and Abubeker, K.M.","IoT based real time patient monitoring and analysis using Raspberry Pi 3","2018","2017 International Conference on Energy, Communication, Data Analytics and Soft Computing, ICECDS 2017","NA","NA","2638 – 2640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050126509&doi=10.1109%2fICECDS.2017.8389932&partnerID=40&md5=c19d38a7050cef9f87580d8e30bd51e0","Dept. of Electronics and Communication, Amal Jyothi College of Engineering, Kanjirappally, Kerala, India","As global ageing and chronic diseases are increasing day by day, the diagnosis from hospital centric to home centric is needed. The idea presented here is a real time remote patient monitoring and analysis using Raspberry Pi 3. Raspberry Pi is credit card sized single board computer with ARM11 microprocessor with LINUX based operating system. Python is used as the programming language in Raspberry Pi, which is an open source programming language. The presented system involves sensors to acquire the biological parameters from the patient's body and transmit it wirelessly to the website that can be accessed by any medical expert across the world for diagnosis. This parameters are stored in the MySql database and the acquired parameters is processed in Pi and trigger a message if there is any abnormality in the parameters. In the previous methods, Zigbee, Bluetooth modules are used for transmission. But they are restricted by the short range of communication. The presented system reduces man power and cost. © 2017 IEEE.","computer operating systems; computer programming languages; electrocardiography; global system for mobile communications; graphical user interfaces; http; hypertext systems; open source software; remote patient monitoring; soft computing; biological parameter; blue-tooth module; global system for mobile communications (gsm); graphical user interfaces (gui); internet of things (iot); monitoring and analysis; open-source programming; single board computers; internet of things","electrocardiogram (ecg); global system for mobile communication (gsm); graphical user interface (gui); http (hypertext transfer protocol); internet of things (iot)","NA","Int. Conf. Energy, Commun., Data Anal. Soft Comput., ICECDS","10","0.144","14","NA","Scopus","raspberry pi","0","0","0","0","0","10","19"
"10.1109/ICNETS2.2017.8067968","Patange, Pranjali P. and Alex, John Sahaya Rani","Implementation of ANN based speech recognition system on an embedded board","2017","2017 International Conference On Nextgen Electronic Technologies: Silicon to Software, ICNETS2 2017","NA","NA","408 – 412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034040659&doi=10.1109%2fICNETS2.2017.8067968&partnerID=40&md5=8fbc8a1dde233ddcee955b8920a6ab1b","School of Electronics Engineering, VIT University, Chennai Campus, Vandalur-Kelambakkam Road, Chennai, India","Speech recognition systems are ubiquitous and find its application in automated voice control, voice dialling and automated directory assistance. This paper aims at implementing a neural network based isolated spoken word recognition system on an embedded board-Raspberry Pi using open source software called octave. Mel-Frequency Cepstral Coefficient (MFCC) features are extracted from speech signal and given as input to the neural network. The Feed Forward Multi-Layer Perceptron Neural Network trained with back propagation rule is implemented using Octave in Raspberry Pi. TIDIGITS corpus is used for the experiment. Speaker dependent speech recognition results in 100% accuracy but the speaker independent recognition system shows less accuracy. © 2017 IEEE.","backpropagation; network layers; neural networks; open source software; open systems; software engineering; bpnn; mel-frequency cepstral coefficients; mfcc; multi-layer perceptron neural networks; octave; recognition systems; speaker independents; speech recognition systems; speech recognition","bpnn; mfcc; neural network; octave; raspberry pi","NA","Int. Conf. Nextgen Electron. Technol.: Silicon Softw., ICNETS2","4","0.122","8","NA","Scopus","raspberry pi","0","0","0","1","0","4","9"
"10.35940/ijeat.F1053.0886S19","Tharun Kumar, G. and Puviarasi, R.","Digital attendance register using raspberry-pi","2019","International Journal of Engineering and Advanced Technology","8","6 Special Issue","263 – 264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073387945&doi=10.35940%2fijeat.F1053.0886S19&partnerID=40&md5=bad6f718c9fd92e593784ed6aa04542a","Department of Electronics and Communication Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamilnadu, India","Nowadays marking the attendance of the students is a very important work for every staff in every class. The staff has to mark the attendance by manually by seeing the student faces. After verifying the student’s, they have to cross check and the register will be submitted to the higher officials by manually. It consumes a lot of time for the processing. Currently, the proposed system is useful for colleges to mark the attendance automatically without any manual dependent. Generally, face is the most identified part for every human. Hence, the proposed work is automatic face recognition system by using raspberry pi and Open CV software. This work involves five methods namely, face detection, face preprocessing, face training, face recognition and attendance marking. The attendance will be marked in the IOT page and used an LCD display for the details of that student. © BEIESP.","NA","iot; open cv; raspberry pi","NA","Int. J. Eng. Adv. Technol.","0","0.104","20","NA","Scopus","raspberry pi","0","1","0","1","0","0","6"
"10.1145/3341163.3346944","Kuprijanova, Kristine and Fraguada, Luis Edgardo and Bigger, Elizabeth Esther","Chakrasuit: Experimental directed meditation wearable","2019","Proceedings - International Symposium on Wearable Computers, ISWC","NA","NA","296 – 301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072810824&doi=10.1145%2f3341163.3346944&partnerID=40&md5=b879692c5127f3ea3b7fc5a3fcc9e7c1","Institute for Advanced Architecture of Catalunya, Barcelona, Spain; Datable Studio Barcelona, Spain","ChakraSuit is an experimental wearable which aids in finding the best location for meditation, enabling one to learn about the interaction between the natural environment, sound, and the body. The prototype continuously listens to ambient sounds, and translates the identified audio frequencies to vibration on several points along the spine which correspond to chakra points. The project consists of a jumpsuit, pocket, and harness with integrated electronics running on a Raspberry Pi W Zero. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.","wearable computers; ambient sounds; audio frequencies; augmented senses; chakras; experimental wearables; integrated electronics; natural environments; sound frequency; audio acoustics","augmented senses; chakras; experimental wearables; raspberry pi; sound frequencies","NA","Proc. Int. Symp. Wearable Comput. ISWC","0","0.512","54","NA","Scopus","raspberry pi","0","0","0","1","0","0","9"
"10.1007/978-981-19-2281-7_76","Bosquez, Carlos and Valencia, Wilson","Telemedicine IoT Prototype “Doctor Pi” for Measuring Elders Vital Signs in Rural Areas of Ecuador","2022","Lecture Notes in Electrical Engineering","903","NA","831 – 840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138797398&doi=10.1007%2f978-981-19-2281-7_76&partnerID=40&md5=827649638560a74aabdba60bfe65751f","GISTEL (Telecommunications Systems Research Group), Salesian Polytechnic University, Robles 107 and Chambers, Guayaquil, Ecuador","This document is focused on the designing of a prototype to be used in telemedicine called “Doctor PI” capable of receiving, transmitting, viewing, alerting, and storing data acquired by nine biomedical sensors, such as glucometer, pulse and oxygen sensor, blood pressure sensor, EMG, ECG, patient position sensor, galvanic response sensor, body temperature sensor and breathing airflow sensor, for elder people around rural areas of Ecuador. The prototype consists of an electronic health system, which in conjunction with Arduino, GSM, and Raspberry Pi will process and store the data for the medical sheet and patient analysis. The physiological parameters obtained are stored in a Raspberry Pi database and displayed via web or mobile APP. SMS alerts will be obtained in case the measured parameters exceed or decrease the values parameterized by the doctor. This prototype aims to help expand telemedicine in rural areas of Ecuador through IoT technologies with low-cost hardware and internet connectivity. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","biosensors; blood pressure; global system for mobile communications; internet of things; physiological models; rural areas; telemedicine; biomedical sensors; blood pressure sensors; body temperature; ecuador; emg; iot; position sensors; raspberry pi; sensor body; vital sign; electrocardiograms","app; ecg; emg; gsm; iot; raspberry pi; telemedicine","NA","Lect. Notes Electr. Eng.","0","0.148","36","NA","Scopus","raspberry pi","0","0","1","1","0","0","15"
"10.14569/IJACSA.2018.091285","Prasetyo Adi, Puput Dani and Kitagawa, Akio","Performance evaluation WPAN of RN-42 bluetooth based (802.15.1) for sending the multi-sensor LM35 data temperature and raspBerry pi 3 Model B for the database and internet gateway","2018","International Journal of Advanced Computer Science and Applications","9","12","612 – 620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059522570&doi=10.14569%2fIJACSA.2018.091285&partnerID=40&md5=72a6755164ed2c956cfdd79b9445eeae","Micro - Electronics Research Laboratory, Kanazawa University, Kanazawa, Ishikawa, Japan","This research will be a test of a multi-sensor data transmission using the Wireless Sensor Network based on Bluetooth RN-42. Accordingly this research, LM35 is a type of Temperature Sensor, furthermore, this research will be used two LM35 sensors installed on the Arduino board and to be processed by Arduino Integrated Development of Environment (IDE) with C++ language. Arduino will be sending of all sensor data from LM35 temperature sensor by Slave RN-42 Bluetooth Configuration to master RN-42 Bluetooth configuration. Furthermore, the temperature data will be sending on Raspberry Pi 3 as an Internet Gateway then data will be sent to the internet and sensor data will be stored in the MySQL database. Furthermore, Sensor data can be accessed by other computers on the internet network using PuTTY with the Raspberry Pi 3 IP Address 192.168.1.145. Moreover, testing is also done by measuring the Signal power of Wireless Personal Area Network with the Receive Signal Strength Indicator variable, so the Bluetooth signal strength in sending multi-sensor data can be known appropriately. © 2018 International Journal of Advanced Computer Science and Applications.","NA","bluetooth; internet gateway; raspberry pi 3; rssi","NA","Intl. J. Adv.  Comput. Sci. Appl.","14","0.284","23","601-650","Scopus","raspberry pi","0","0","0","1","0","14","11"
"10.1109/ICWT55831.2022.9935487","Firasanti, Annisa and Pirmansyah, Ade and Ekawati, Inna and Hamidi, Eki Ahmad Zaki","Implementation of Transfer Learning-based Mask Detector on Smart-Locked Door with Raspberry Pi","2022","Proceeding of 2022 8th International Conference on Wireless and Telematics, ICWT 2022","NA","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142510026&doi=10.1109%2fICWT55831.2022.9935487&partnerID=40&md5=3bc77b310dff15ff397a627eb1378b09","Universitas Islam '45', Electrical Engineering Department, Bekasi, Indonesia; Universitas Islam '45', Computer Engineering Department, Bekasi, Indonesia; UIN Sunan Gunung Djati, Electrical Engineering Department, Bandung, Indonesia","The status of covid 19 as a pandemic by WHO has not been revoked, not even downgraded into endemic. The masks and vaccinations are still consider as 'the most effective weapons' against the virus. Using masks indoors is still mandatory. This paper designed a device that turns an ordinary door into a smart door that only gives access to people who wear masks. A camera and monitor is installed in front of the exisiting door and solenoid lock is added as additional keys. TensorFlow and OpenCV on Raspberry Pi are used to detect whether someone is wearing a mask or not. Based on the test results, the effective distance of the device is 2,7 m with 98,11% accuracy.  © 2022 IEEE.","locks (fasteners); viruses; wear of materials; effective distance; machine-learning; mask detection; raspberry pi; smart doors; tensow flow; transfer learning; machine learning","machine learning; mask detection; raspberry pi; tensow flow","NA","Proceeding Int. Conf. Wirel. Telemat., ICWT","0","NA","NA","NA","Scopus","raspberry pi","0","0","1","1","0","0","NA"
"10.1007/978-981-13-3648-5_25","Lee, Hung-Te and Chen, Rung-Ching and Chung, Wei-Hsiang","Combining Voice and Image Recognition for Smart Home Security System","2019","Lecture Notes in Electrical Engineering","542","NA","212 – 221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066014580&doi=10.1007%2f978-981-13-3648-5_25&partnerID=40&md5=ac52d5370750295bd27063dc3f486238","Department of Information Management, Chaoyang University of Technology, Taichung, Taiwan","Through to technique and hardware improvements, the human can handle more significant data than before. Machine learning is a way to achieve artificial intelligence, using difference algorithm to process difference type data, let the system analyzing, learning, processing data like the way of a human. The Artificial neural network has many types, such as the Recurrent Neural Network that good at handling continuity data, the situation like speech recognition, since speech is continuity, different letters combination with the various meaning, so continuity data is essential to speech recognition. Raspberry Pi is an excellent Internet of Things device because it is a kind of micro-computer, you can install the operating system in it. The function is as a base; you can expand different modules. For example, if we want to collect image information, we can install the lens module, if we’re going to obtain sound data, we need to install the microphone module. The current raspberry pi already has WIFI and Bluetooth, so the raspberry pie is currently one of the favorite choices for IoT devices. In this paper, we want to apply the technique of face recognition and speech recognition in life, using a raspberry pi to build a home security system. We proposed an architecture that combines face recognition and voice recognition to develop a home security system. Through face and voice recognition, we double-checking the identity is correct or not to improve convenience and security of the smart home environment. Raspberry Pi is the home security system’s kernel and uses lens module to collect face information and microphone module to collect voice information. Raspberry Pi upload the data to the face API and speaker recognition system. The face API is used to recognize face information; the speech API is used to identify voice information. When the identity of the face API result is equal to the character of the speech API result, it is completing the verification requirement; the system will continue next step to control devices, like an electronic lock or other devices that supported remote control. © 2019, Springer Nature Singapore Pte Ltd.","automation; computation theory; computer operating systems; data handling; face recognition; internet of things; machine learning; microphones; recurrent neural networks; remote control; security systems; speech; difference algorithms; electronic locks; home security systems; image information; smart homes; speaker recognition; speaker recognition system; voice informations; speech recognition","face recognition; internet of things; raspberry pi; smart home; speaker recognition","NA","Lect. Notes Electr. Eng.","1","0.148","36","NA","Scopus","raspberry pi","0","3","0","1","0","1","18"
"10.17485/ijst/2016/v9i33/92704","Sangeetha, M. and Vijayakumar, P. and Madhukar Krishna, B. and Sai Krishna, U.","Real-time ambience sensing and image authentication using Internet of Things (IOT) in a fleet tracking system","2016","Indian Journal of Science and Technology","9","33","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020073739&doi=10.17485%2fijst%2f2016%2fv9i33%2f92704&partnerID=40&md5=5e622545e3ba4cf5f7b418dd17729cc5","Department of ECE, SRM University, Kattankulathur, Chennai, Tamil Nadu, 603203, India","Background/Objectives: To create a comprehensive fleet tracking system using Internet Of Things (IOT). A fleet tracking system generally provides information on the route that is being used by the vehicle. Other general information like source, destination and driver information can be fed into the system beforehand. Methods/Statistical Analysis: For Intelligent Transportation System (ITS) applications, it becomes necessary to provide several real-time data such as temperature, pressure and humidity to ensure that the transported perishable goods are in good condition. In this paper, the parameters are monitored using a Raspberry-pi and a Sense Hat. Findings: This paper also aims to provide a security feature that can identify authorised personnel who can get access to the transported goods, using Raspberry pi and a Raspberry pi Camera with night vision to provide the real-time information and security alerts using image processing technology. These data are then fed to a server to provide access to drivers, administrators, vendors and management teams for efficient handling of the services. Applications/Improvements: With the boom in online shopping sector and an increase in demand in the freight transportation services, a security feature that can identify authorised personnel can go a long way in improving security.","NA","iot; its; raspberry pi; sense hat","NA","Indian J. Sci. Technol.","1","0.113","47","NA","Scopus","raspberry pi","0","2","0","1","0","1","NA"
"10.1109/IIHC55949.2022.10060205","Krishnamurthy, K.T. and Managuli, Manjunath and Rohith, S. and Niranjan, K.R. and Kumar, D. and Malipatil, Suhma B","Development of Overflow Prediction and Wall Supervision System for Flood Forecasting","2022","International Interdisciplinary Humanitarian Conference for Sustainability, IIHC 2022 - Proceedings","NA","NA","121 – 125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150846121&doi=10.1109%2fIIHC55949.2022.10060205&partnerID=40&md5=42093fb7a7d0612ccd5607802c80110b","BMSCE, Department of E&I, Karnataka, Bengaluru, 560019, India; SJBIT, Department of ECE, Karnataka, Bengaluru, 560060, India; NCET, Department of ECE, Karnataka, Bengaluru, 562164, India; BMSCE Bengaluru, Department of ML, Karnataka, Bengaluru, 560019, India; AMCE, Bengaluru, Department of CSE, Karnataka, Bengaluru, 560083, India","Loss of important assets and living souls in streak flood is one of the annoyances of our day-to-day living. There have been consistent endeavors in making the early ready and cautioning framework to turn away or decrease the harm brought about by flashflood occasion. This work, wish to foster a low cost with low-power digital actual framework model using Raspberry Pi with the aid of camera to identify the increasing water level. Here image handling and text acknowledgment methods is adopted to identify the rising water level and eloquent a few difficulties in sending such a framework in the genuine climate. This investigation is useful to anticipate the opening/shutting of dam entryways to pre-exhaust the water.  © 2022 IEEE.","flood control; floods; water levels; weather forecasting; flash-floods; flood forecasting; framework models; lot; low power; low-costs; overflow prediction; raspberry-pi; supervision systems; cameras","camera; flood forecasting; lot; overflow prediction; raspberry-pi","NA","Int. Interdiscip. Humanit. Conf. Sustain., IIHC - Proc.","0","NA","NA","NA","Scopus","raspberry pi","0","0","0","0","0","0","9"
"10.35940/ijitee.L3719.1081219","Iswanto and Megantoro, Prisma and Senzas, Devita Via","Calibrator for temperature measurement device with raspberry pi-based interface","2019","International Journal of Innovative Technology and Exploring Engineering","8","12","4862 – 4866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074021860&doi=10.35940%2fijitee.L3719.1081219&partnerID=40&md5=1bcb78d6ac35a0db5c8b9a9f403fb9b1","Department of Electrical Engineering, Universitas Muhammadiyah Yogyakarta, Yogyakarta, Indonesia; Department of Electrical Engineering and Information Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Electrical Engineering and Informatics, Universitas Gadjah Mada, Yogyakarta, Indonesia","The article discuss about designing a Raspberry Pi 3-Based OHP Temperature Calibrator. This device used to callibrate temperature measurement device with GUI-based (Graphic User Interface). The device has been programmed on Raspberry Pi 3 with Python programming language. This research was done by and recycled over head projector (OHP), designing and conducting sensory characterization analysis and uncertainty analysis on temperature calibrator. The method used in this research is heuristic method, where this method is used in sensor characterization analysis. After the characterization done, obtaining the specifications of each sensor, temperature calibrator instrument then tested to determine the amount of uncertainty of the instrument that has been designed. The result of the homogeneity for fifth test points are 6 Â°C, 5 Â°C, 5 Â°C, 8 Â°C, and 16 Â°C. The results of the sensor characterization test show that the accuracy and precision of all sensors are more than 99%. The sensitivity values for the four sensors are 11.68 mV/Â°C, 12.34 mV/Â°C, 11.24 mV/Â° C, and 11.50 mV/Â° C. The correlations and linearity of all sensors are more than 97% also. And the response of time of the four sensors to the heat source are 1.61 Â°C/s, 1.13Â°C/s, 1.17 Â° C/s, 1.00 Â°C/s. the uncertainties for sensor 1 are (132 Â± 0.7)Â°C, sensor 2 (132 Â± 0.6)Â°C, sensor 3 (132 Â± 0.7)Â°C, and sensor 4 (132 Â± 0.7)Â°C. Based on the research, it can be concluded that Raspberry Pi based temperature calibrator instrument has a good accuracy level, and the effective temperature for calibration is at maximum temperature, that is 132Â°C. © BEIESP.","NA","callibrator; raspberry pi; temperature","NA","Int. J. Innov. Technol. Explor. Eng.","11","0.102","40","NA","Scopus","raspberry pi","1","0","0","1","0","11","23"
"10.1016/j.iot.2021.100387","Jabbar, Waheb A. and Wei, Chong Wen and Azmi, Nur Atiqah Ainaa M. and Haironnazli, Nur Aiman","An IoT Raspberry Pi-based parking management system for smart campus[Formula presented]","2021","Internet of Things (Netherlands)","14","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114817188&doi=10.1016%2fj.iot.2021.100387&partnerID=40&md5=7f5c2813b1a8551ac5c6ad5bd945d734","Faculty of Electrical and Electronics Engineering Technology, Universiti Malaysia Pahang, Pekan, 26600, Pahang, Malaysia","Parking slots have become a widespread problem in urban development. In this context, the growth of vehicles inside the university's campus is rapidly outpacing the available parking spots for students and staff as well. This issue can be mitigated by the introduction of parking management for the smart campus which targets to assist individually match drivers to vacant parking slots, saving time, enhance parking space utilization, decrease management costs, and alleviate traffic congestion. This paper develops an IoT Raspberry Pi-based parking management system (IoT-PiPMS) to help staff/students to easily find available parking spots with real-time vision and GPS coordinates, all by means of a smartphone application. Our system composes of Raspberry Pi 4 B+ (RPi) embedded computer, Pi camera module, GPS sensor, and ultrasonic sensors. In the IoT-PiPMS, RPi 4 B+ is used to gather and process data input from the sensors/camera, and the data is uploaded via Wi-Fi to the Blynk IoT server. Ultrasonic sensors and LEDs are exploited to detect the occupancy of the parking spots with the support of the Pi camera to ensure data accuracy. Besides, the GPS module is installed in the system to guide drivers to locate parking areas through the Blynk App. that discovers parking spaces availability over the Internet. The system prototype is fabricated and tested practically to prove its functionality and applicability. According to the results, the IoT-PiPMS can effectively monitor the occupancy of outdoor parking spaces in the smart campus environment, and its potency in terms of updating the data to the IoT server in real-time is also validated. © 2021 Elsevier B.V.","NA","blynk; iot; parking management; pi camera; raspberry pi; smart campus; ultrasonic sensor","NA","Internet. Thing.","17","1.607","27","801-1000","Scopus","raspberry pi","0","0","0","1","0","17","84"
"10.1109/STPEC52385.2021.9718743","Singh, Atul and Parida, S.K.","Implementation of Goertzel Algorithm for low cost Synchrophasor Design","2021","Proceedings of 2021 IEEE 2nd International Conference on Smart Technologies for Power, Energy and Control, STPEC 2021","NA","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127616061&doi=10.1109%2fSTPEC52385.2021.9718743&partnerID=40&md5=d429659397931c99629c80e95d07c87d","Indian Institute of Technology Patna, Department of Electrical Engineering, Patna, India","Presented work is the solution for design of low cost synchrophasor devices. To accomplish this by harnessing the primary advantages of two popular algorithms, the zero-crossing detection (ZCD) and Discrete Fourier Trasnform (DFT) based Goertzel algorithm, an accurate and simple synchrophasor and frequency measurement algorithm is presented. Design parameters are optimized for the implementation of algorithm on a low cost device like Raspberry Pi. The performance validation of the proposed algorithm is done by different tests mentioned in IEEE synchrophasor standards, using simulations and experimental data measured by Raspberry Pi board. The accuracy of measurements and low processing time provides clear affirmation that the presented design is appropriate for prototyping a PMU with future development.  © 2021 IEEE.","design for testability; ieee standards; phasor measurement units; fourier; frequency measurements; goertzel; goertzel algorithm; low-costs; pmu; raspberry pi; simple++; synchrophasor measurements; zero-crossing detection; costs","goertzel; pmu; raspberry pi; synchrophasor; zcd","NA","Proc. IEEE Int. Conf. Smart Technol. Power, Energy Control, STPEC","0","NA","NA","NA","Scopus","raspberry pi","0","0","1","1","0","0","NA"
